순번,근거,구분,구분2,구분3,구분기호,CAS,기준,기준농도,물질,
유독248,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-248,'106870-78-4,,'1%,카구로포스[Cargurophos; 106870-78-4] 및 이를 1% 이상 함유한 혼합물,
유독249,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-249,'95465-99-9,,'1%,카두사포스[Cadusafos; 95465-99-9] 및 이를 1% 이상 함유한 혼합물,
유독250,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-250,'7440-43-9|||68876-84-6,,'0.1%,"카드뮴[Cadmium; 7440-43-9]과 그 화합물 및 이를 0.1% 이상 함유한 혼합물. 다만, 염화 카드뮴(Cadmium chloride), 탄산 카드뮴(Cadmium carbonate), 불화붕소산 카드뮴(Cadmium fluoroborate), 질산 카드뮴(Cadmium nitrate), 산화 카드뮴(Cadmium oxide), 황산 카드뮴(Cadmium sulfate), 황화 카드뮴(Cadmium sulfide), (C=8~18) 및 (C=18)-불포화 지방산 카드뮴(Fatty acids, (C=8~18) and (C=18)-unsatd., cadmium salts; 68876-84-6)을 제외한 카드뮴화합물의 경우는 이를 25% 이상 함유한 것에 한함",
유독251,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-251,'671-04-5,,'1%,카바놀에이트[Carbanolate; 671-04-5] 및 이를 1% 이상 함유한 혼합물,
유독252,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-252,'63-25-2,,'5%,카바릴[Carbaryl; 63-25-2] 및 이를 5% 이상 함유한 혼합물,
유독253,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-253,'55285-14-8,,'1%,카보술판[Carbosulfan; 55285-14-8] 및 이를 1% 이상 함유한 혼합물,
유독254,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-254,'786-19-6,,'1%,카보페노티온[Carbophenothion; 786-19-6] 및 이를 1% 이상 함유한 혼합물,
유독255,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-255,'1563-66-2,,'1%,카보푸란[Carbofuran; 1563-66-2] 및 이를 1% 이상 함유한 혼합물,
유독256,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-256,'7440-09-7,,'25%,칼륨[Potassium; 7440-09-7] 및 이를 25% 이상 함유한 혼합물 ,
유독257,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-257,'11135-81-2,,'25%,칼륨과 나트륨의 합금[Alloy of potassium and sodium; 11135-81-2] 및 이를 25% 이상 함유한 혼합물 ,
유독258,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-258,'15263-53-3,,'2%,칼탑[Cartap; 15263-53-3]과 그 염류 및 그 중 칼탑으로서 2% 이상 함유한 혼합물,
유독259,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-259,'8001-35-2,,'1%,캄페클로르[Camphechlor; 8001-35-2] 및 이를 1% 이상 함유한 혼합물,
유독260,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-260,'2425-06-1,,'0.1%,켑타폴[Captafol; 2425-06-1] 및 이를 0.1% 이상 함유한 혼합물,
유독261,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-261,'133-06-2,,'0.1%,켑탄[Captan; 133-06-2] 및 이를 0.1% 이상 함유한 혼합물,
유독262,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-262,'81-82-3,,'1%,쿠마클로르[Coumachlor; 81-82-3] 및 이를 1% 이상 함유한 혼합물,
유독263,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-263,'5836-29-3,,'1%,쿠마테트라릴[Coumatetralyl; 5836-29-3] 및 이를 1% 이상 함유한 혼합물,
유독264,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-264,'117-52-2,,'1%,쿠마퍼릴[Coumafuryl; 117-52-2] 및 이를 1% 이상 함유한 혼합물,
유독265,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-265,'572-48-5,,'1%,쿠미토에이트[Coumithoate; 572-48-5] 및 이를 1% 이상 함유한 혼합물,
유독266,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-266,'13593-03-8,,'1%,퀴날포스[Quinalphos; 13593-03-8] 및 이를 1% 이상 함유한 혼합물,
유독267,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-267,'2797-51-5,,'1%,퀴노클라민[Quinoclamine; 2797-51-5] 및 이를 1% 이상 함유한 혼합물,
유독268,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-268,'1319-77-3|||95-48-7|||108-39-4|||106-44-5,,'5%,"크레졸[Cresol; 1319-77-3, 95-48-7, 108-39-4, 106-44-5] 및 이를 5% 이상 함유한 혼합물",
유독269,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-269,'7700-17-6,,'1%,크로톡시포스[Crotoxyphos; 7700-17-6] 및 이를 1% 이상 함유한 혼합물,
유독270,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-270,'4170-30-3,,'1%,크로톤알데히드[Crotonaldehyde; 4170-30-3] 및 이를 1% 이상 함유한 혼합물,
유독271,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-271,'7738-94-5,,'0.1%,크롬산[Chromic acid; 7738-94-5]과 그 염류 및 이를 0.1% 이상 함유한 혼합물,
유독272,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-272,'535-89-7,,'1%,크리미딘[Crimidine; 535-89-7]과 그 염류 및 그 중 하나를 1% 이상 함유한 혼합물,
유독273,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-273,'15096-52-3|||13775-53-6,,'1%,"크리올라이트[Cryolite; 15096-52-3, 13775-53-6] 및 이를 1% 이상 함유한 혼합물",
유독274,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-274,'1300-71-6,,'5%,크실레놀[Xylenol; 1300-71-6] 및 이를 5% 이상 함유한 혼합물,
유독275,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-275,'1330-20-7,,'85%,크실렌[Xylene; 1330-20-7] 및 이를 85% 이상 함유한 혼합물 ,
유독276,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-276,'107-30-2,,'0.1%,클로로메틸 메틸 에테르[Chloromethyl methyl ether; 107-30-2] 및 이를 0.1% 이상 함유한 혼합물,
유독277,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-277,'7790-94-5,,'10%,클로로술폰산[Chlorosulfonic acid; 7790-94-5] 및 이를 10% 이상 함유한 혼합물 ,
유독278,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-278,'79-11-8,,'1%,클로로아세트산[Chloroacetic acid; 79-11-8] 및 이를 1% 이상 함유한 혼합물 ,
유독279,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-279,'1897-45-6,,'0.1%,클로로타로닐[Chlorothalonil; 1897-45-6] 및 이를 0.1% 이상 함유한 혼합물,
유독280,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-280,'3691-35-8,,'0.025%,클로로파시논[Chlorophacinone; 3691-35-8] 및 이를 0.025% 이상 함유한 혼합물,
유독281,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-281,'67-66-3,,'10%,클로로포름[Chloroform; 67-66-3] 및 이를 10% 이상 함유한 혼합물 ,
유독282,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-282,'5836-73-7,,'1%,클로로프로뮤리트[Chloropromurite; 5836-73-7] 및 이를 1% 이상 함유한 혼합물,
유독283,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-283,'76-06-2,,'1%,클로로피크린[Chloropicrin; 76-06-2] 및 이를 1% 이상 함유한 혼합물,
유독284,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-284,'96-24-2,,'1%,클로로히드린[Chlorohydrin; 96-24-2] 및 이를 1% 이상 함유한 혼합물,
유독285,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-285,'57-74-9,,'1%,클로르단[Chlordane; 57-74-9] 및 이를 1% 이상 함유한 혼합물,
유독286,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-286,'6164-98-3,,'3%,클로르디메폼[Chlordimeform; 6164-98-3]과 그 염류 및 그 중 클로르디메폼으로서 3% 이상 함유한 혼합물,
유독287,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-287,'24934-91-6,,'1%,클로르메포스[Chlormephos; 24934-91-6] 및 이를 1% 이상 함유한 혼합물,
유독288,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-288,'21923-23-9,,'1%,클로르티오포스[Chlorthiophos; 21923-23-9] 및 이를 1% 이상 함유한 혼합물,
유독289,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-289,'470-90-6,,'1%,클로르펜빈포스[Chlorfenvinphos; 470-90-6] 및 이를 1% 이상 함유한 혼합물,
유독290,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-290,'2921-88-2,,'1%,클로르피리포스[Chlorpyrifos; 2921-88-2] 및 이를 1% 이상 함유한 혼합물,
유독291,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-291,'51487-69-5,,'1%,클로에토캅[Cloethocarb; 51487-69-5] 및 이를 1% 이상 함유한 혼합물,
유독292,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-292,'13071-79-9,,'1%,터브포스[Terbufos; 13071-79-9] 및 이를 1% 이상 함유한 혼합물,
유독293,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-293,'96491-05-3,,'25%,테닐클로르[Thenylchlor; 96491-05-3] 및 이를 25% 이상 함유한 혼합물 ,
유독294,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-294,'35996-61-3,,'1%,테미빈포스[Themivinphos; 35996-61-3] 및 이를 1% 이상 함유한 혼합물,
유독295,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-295,'119168-77-3,,'25%,테브펜피라드[Tebufenpyrad; 119168-77-3] 및 이를 25% 이상 함유한 혼합물 ,
유독296,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-296,',,'1%,테트라알킬 납[Tetraalkyl lead] 및 이를 1% 이상 함유한 혼합물,
유독297,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-297,'127-18-4,,'0.1%,테트라클로로에틸렌[Tetrachloroethylene; 127-18-4] 및 이를 0.1% 이상 함유한 혼합물 ,
유독298,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-298,'108-88-3,,'85%,톨루엔[Toluene; 108-88-3] 및 이를 85% 이상 함유한 혼합물 ,
유독299,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-299,'95-70-5|||823-40-5|||108-71-4,,'0.1%,"톨루엔디아민[Toluenediamine]과 그 염류 및 그 중 하나를 0.1% 이상 함유한 혼합물. 다만, 2,5-톨루엔디아민(95-70-5), 2,6-톨루엔디아민(823-40-5), 3,5-톨루엔디아민(108-71-4) 및 그 염류의 경우 이를 25% 미만 함유한 것은 제외",
유독300,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-300,',,'25%,"톨루이딘[Toluidine]과 그 염류 및 그 중 하나를 25% 이상 함유한 혼합물. 다만, o-톨루이딘(o-Toluidine)의 경우 이를 0.1% 이상 함유한 혼합물",
유독301,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-301,'731-27-1,,'25%,톨릴플루아니드[Tolylfluanid; 731-27-1] 및 이를 25% 이상 함유한 혼합물 ,
유독302,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-302,'66841-25-6,,'25%,트랄로메트린[Tralomethrin; 66841-25-6] 및 이를 25% 이상 함유한 혼합물 ,
유독303,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-303,'99257-43-9,,'25%,"트리스(도데실벤젠술폰산) 1,1'-이미노디(옥타메틸렌)디구아니디늄[1,1'-Iminodi(octamethylene)diguanidinium tris(dodecylbenzenesulfonate); 99257-43-9] 및 이를 25% 이상 함유한 혼합물 ",
유독304,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-304,'1031-47-6,,'1%,트리아미포스[Triamiphos; 1031-47-6] 및 이를 1% 이상 함유한 혼합물,
유독305,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-305,'112143-82-5,,'25%,트리아자메이트[Triazamate; 112143-82-5] 및 이를 25% 이상 함유한 혼합물 ,
유독306,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-306,'24017-47-8,,'1%,트리아조포스[Triazophos; 24017-47-8] 및 이를 1% 이상 함유한 혼합물,
유독307,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-307,'327-98-0,,'1%,트리클로로나트[Trichloronat; 327-98-0] 및 이를 1% 이상 함유한 혼합물,
유독308,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-308,'76-03-9,,'25%,트리클로로아세트산[Trichloroacetic acid; 76-03-9] 및 이를 25% 이상 함유한 혼합물 ,
유독309,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-309,'79-01-6,,'0.1%,트리클로로에틸렌[Trichloroethylene; 79-01-6] 및 이를 0.1% 이상 함유한 혼합물 ,
유독310,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-310,'52-68-6,,'10%,트리클로르폰[Trichlorfon; 52-68-6] 및 이를 10% 이상 함유한 혼합물,
유독311,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-311,'603-35-0,,'10%,트리페닐포스핀[Triphenylphosphine; 603-35-0] 및 이를 10% 이상 함유한 혼합물,
유독312,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-312,'1582-09-8,,'1%,트리플루라린[Trifluralin; 1582-09-8] 및 이를 1% 이상 함유한 혼합물,
유독313,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-313,'7637-07-2,,'1%,트리플루오로보란[Trifluoroborane; 7637-07-2] 및 이를 1% 이상 함유한 혼합물,
유독314,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-314,'1493-13-6,,'1%,트리플릭산[Triflic acid; 1493-13-6] 및 이를 1% 이상 함유한 혼합물,
유독315,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-315,'137-26-8,,'2.5%,티람[Thiram; 137-26-8] 및 이를 2.5% 이상 함유한 혼합물 ,
유독316,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-316,'297-97-2,,'1%,티오나진[Thionazin; 297-97-2] 및 이를 1% 이상 함유한 혼합물,
유독317,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-317,'59669-26-0,,'1%,티오디캅[Thiodicarb; 59669-26-0] 및 이를 1% 이상 함유한 혼합물,
유독318,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-318,'640-15-3,,'1%,티오메톤[Thiometon; 640-15-3] 및 이를 1% 이상 함유한 혼합물,
유독319,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-319,'79-19-6,,'1%,티오세미카르바지드[Thiosemicarbazide; 79-19-6] 및 이를 1% 이상 함유한 혼합물,
유독320,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-320,'5349-28-0,,'1%,티오시아노아세트산 에틸[Ethyl thiocyanoacetate; 5349-28-0] 및 이를 1% 이상 함유한 혼합물,
유독321,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-321,'31895-21-3,,'3%,티오시클람[Thiocyclam; 31895-21-3] 및 이를 3% 이상 함유한 혼합물,
유독322,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-322,'39196-18-4,,'1%,티오파녹스[Thiofanox; 39196-18-4] 및 이를 1% 이상 함유한 혼합물,
유독323,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-323,',,'1%,"파라콰트 염류[Paraquat, salts] 및 이를 1% 이상 함유한 혼합물",
유독324,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-324,'298-00-0,,'1%,파라티온-메틸[Parathion-methyl; 298-00-0] 및 이를 1% 이상 함유한 혼합물,
유독325,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-325,'56-38-2,,'1%,파라티온[Parathion; 56-38-2] 및 이를 1% 이상 함유한 혼합물,
유독326,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-326,'52-85-7,,'1%,팜퍼[Famphur; 52-85-7] 및 이를 1% 이상 함유한 혼합물,
유독327,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-327,',,'25%,퍼플루오로옥탄산 테트라메틸암모늄[Tetramethylammonium perfluorooctanenoate; 부여안됨] 및 이를 25% 이상 함유한 혼합물 ,
유독328,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-328,'22224-92-6,,'1%,페나미포스[Fenamiphos; 22224-92-6] 및 이를 1% 이상 함유한 혼합물,
유독329,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-329,'120928-09-8,,'25%,페나자퀸[Fenazaquin; 120928-09-8] 및 이를 25% 이상 함유한 혼합물 ,
유독330,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-330,'62850-32-2,,'25%,페노티오캅[Fenothiocarb; 62850-32-2] 및 이를 25% 이상 함유한 혼합물 ,
유독331,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-331,'71283-80-2,,'25%,페녹사프롭-피[Fenoxaprop-p; 71283-80-2] 및 이를 25% 이상 함유한 혼합물 ,
유독332,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-332,'108-95-2,,'5%,페놀[Phenol; 108-95-2] 및 이를 5% 이상 함유한 혼합물,
유독333,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-333,'122-14-5,,'25%,페니트로티온[Fenitrothion;122-14-5] 및 이를 25% 이상 함유한 혼합물 ,
유독334,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-334,'25265-76-3|||106-50-3,,'25%,"페닐렌디아민[Phenylenediamine; 25265-76-3]과 그 염류 및 이를 25% 이상 함유한 혼합물. 다만, p-페닐렌디아민[p-phenylenediamine; 106-50-3] 및 그 염산염의 경우 2.5% 이상 함유한 혼합물",
유독335,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-335,'100-63-0,,'1%,페닐히드라진[Phenylhydrazine; 100-63-0] 및 이를 1% 이상 함유한 혼합물,
유독336,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-336,'51630-58-1,,'1%,펜발러레이트[Fenvalerate; 51630-58-1] 및 이를 1% 이상 함유한 혼합물,
유독337,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-337,'115-90-2,,'1%,펜술포티온[Fensulfothion; 115-90-2] 및 이를 1% 이상 함유한 혼합물,
유독338,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-338,'2275-14-1,,'1.5%,펜캅톤[Phencapton; 2275-14-1] 및 이를 1.5% 이상 함유한 혼합물,
유독339,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-339,'87-86-5,,'1%,펜타클로로페놀[Pentachlorophenol; 87-86-5]과 그 염류 및 그 중 펜타클로로페놀로서 1% 이상 함유한 혼합물,
유독340,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-340,'2597-03-7,,'3%,펜토에이트[Phenthoate; 2597-03-7] 및 이를 3% 이상 함유한 혼합물,
유독341,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-341,'55-38-9,,'2%,펜티온[Fenthion; 55-38-9] 및 이를 2% 이상 함유한 혼합물,
유독342,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-342,'134098-61-6,,'25%,펜피록시메이트[Fenpyroximate; 134098-61-6] 및 이를 25% 이상 함유한 혼합물,
유독343,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-343,'944-22-9,,'1%,포노포스[Fonofos; 944-22-9] 및 이를 1% 이상 함유한 혼합물,
유독344,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-344,'298-02-2,,'1%,포레이트[Phorate; 298-02-2] 및 이를 1% 이상 함유한 혼합물,
유독345,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-345,'50-00-0,,'0.1%,포르말린[Formalin; 50-00-0](파라포름알데히드(Paraformaldehyde)를 포함한다) 및 포름알데히드로서 0.1% 이상 함유한 혼합물,
유독346,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-346,'2540-82-1,,'25%,포르모티온[Formothion; 2540-82-1] 및 이를 25% 이상 함유한 혼합물,
유독347,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-347,'22259-30-9,,'1%,포메탄에이트[Formetanate; 22259-30-9] 및 이를 1% 이상 함유한 혼합물,
유독348,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-348,'2310-17-0,,'2.2%,포살론[Phosalone; 2310-17-0] 및 이를 2.2% 이상 함유한 혼합물,
유독349,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-349,'75-44-5,,'1%,포스겐[Phosgene; 75-44-5] 및 이를 1% 이상 함유한 혼합물,
유독350,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-350,'732-11-6,,'1%,포스멧[Phosmet; 732-11-6] 및 이를 1% 이상 함유한 혼합물,
유독351,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-351,'4104-14-7,,'1%,포스아세팀[Phosacetim; 4104-14-7] 및 이를 1% 이상 함유한 혼합물,
유독352,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-352,'98886-44-3,,'25%,포스티아제이트[Fosthiazate; 98886-44-3] 및 이를 25% 이상 함유한 혼합물,
유독353,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-353,'21548-32-3,,'1%,포스티에탄[Fosthiethan; 21548-32-3] 및 이를 1% 이상 함유한 혼합물,
유독354,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-354,'13171-21-6,,'1%,포스파미돈[Phosphamidon; 13171-21-6] 및 이를 1% 이상 함유한 혼합물,
유독355,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-355,'947-02-4,,'1%,포스폴란[Phosfolan; 947-02-4] 및 이를 1% 이상 함유한 혼합물,
유독356,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-356,'7803-51-2,,'1%,포스핀[Phosphine; 7803-51-2] 및 이를 1% 이상 함유한 혼합물,
유독357,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-357,'133-07-3,,'0.1%,폴펫[Folpet; 133-07-3] 및 이를 0.1% 이상 함유한 혼합물,
유독358,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-358,'65907-30-4,,'1%,푸라티오캅[Furathiocarb; 65907-30-4] 및 이를 1% 이상 함유한 혼합물,
유독359,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-359,'98-01-1,,'1%,푸르푸랄[Furfural; 98-01-1] 및 이를 1% 이상 함유한 혼합물,
유독360,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-360,'3309-87-3,,'1%,푸지티온[Fujithion; 3309-87-3] 및 이를 1% 이상 함유한 혼합물,
유독361,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-361,'2631-37-0,,'1%,프로메캅[Promecarb; 2631-37-0] 및 이를 1% 이상 함유한 혼합물,
유독362,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-362,'2275-18-5,,'1%,프로토에이트[Prothoate; 2275-18-5] 및 이를 1% 이상 함유한 혼합물,
유독363,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-363,'2312-35-8,,'1%,프로파르지트[Propargite; 2312-35-8] 및 이를 1% 이상 함유한 혼합물,
유독364,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-364,'111479-05-1,,'25%,프로파퀴자포프[Propaquizafop; 111479-05-1] 및 이를 25% 이상 함유한 혼합물,
유독365,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-365,'7292-16-2,,'1%,프로파포스[Propaphos; 7292-16-2] 및 이를 1% 이상 함유한 혼합물,
유독366,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-366,'41198-08-7,,'25%,프로페노포스[Profenofos; 41198-08-7] 및 이를 25% 이상 함유한 혼합물,
유독367,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-367,'31218-83-4,,'1%,프로페탐포스[Propetamphos; 31218-83-4] 및 이를 1% 이상 함유한 혼합물,
유독368,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-368,'114-26-1,,'1%,프로폭서[Propoxur; 114-26-1] 및 이를 1% 이상 함유한 혼합물,
유독369,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-369,'79723-02-7,,'1%,프탈산 수소 테트라메틸암모늄[Tetramethylammonium hydrogen phthalate; 79723-02-7] 및 이를 1% 이상 함유한 혼합물,
유독370,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-370,'90035-08-8,,'1%,플로쿠마펜[Flocoumafen; 90035-08-8] 및 이를 1% 이상 함유한 혼합물,
유독371,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-371,'131341-86-1,,'25%,플루디옥소닐[Fludioxonil; 131341-86-1] 및 이를 25% 이상 함유한 혼합물,
유독372,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-372,'69409-94-5,,'25%,플루발린에이트[Fluvalinate; 69409-94-5] 및 이를 25% 이상 함유한 혼합물,
유독373,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-373,'106917-52-6,,'25%,플루술파미드[Flusulfamide; 106917-52-6] 및 이를 25% 이상 함유한 혼합물,
유독374,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-374,'70124-77-5,,'25%,플루싸이트린에이트[Flucythrinate; 70124-77-5] 및 이를 25% 이상 함유한 혼합물,
유독375,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-375,'79622-59-6,,'25%,플루아지남[Fluazinam; 79622-59-6] 및 이를 25% 이상 함유한 혼합물,
유독376,유독물질(제3조 관련)(유독물질의 지정고시),유독물질,,,'97-1-376,'16961-83-4|||16893-85-9|||16871-90-2|||16949-65-8,,'1%,"플루오로규산[Fluorosilicic acid; 16961-83-4]과 그 염류 및 그 중 하나를 1% 이상 함유한 혼합물. 다만 나트륨, 칼륨 및 마그네슘 염류(16893-85-9, 16871-90-2, 16949-65-8)의 경우 이를 25% 미만 함유한 것은 제외",
